,transaction_id,total,at,payment_method,truck_name,truck_description,has_card_reader,fsa_rating
3603,3568,499.0,2025-10-24 11:34:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3604,3569,99.0,2025-10-24 11:40:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3605,3570,99.0,2025-10-24 12:08:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3606,3571,99.0,2025-10-24 12:19:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3607,3572,99.0,2025-10-24 12:31:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3608,3574,399.0,2025-10-24 12:50:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3609,3577,99.0,2025-10-24 13:21:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3610,3578,499.0,2025-10-24 13:30:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3611,3579,399.0,2025-10-24 13:42:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3612,3580,399.0,2025-10-24 13:52:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3613,3581,499.0,2025-10-24 13:56:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3614,3582,99.0,2025-10-24 14:00:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3615,3583,99.0,2025-10-24 14:19:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3616,3584,99.0,2025-10-24 14:34:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3617,3586,499.0,2025-10-24 14:59:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3618,3587,99.0,2025-10-24 15:14:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3619,3590,99.0,2025-10-24 15:57:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3620,3591,399.0,2025-10-24 16:05:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3621,3592,99.0,2025-10-24 16:33:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3622,3593,99.0,2025-10-24 16:41:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3623,3595,99.0,2025-10-24 16:56:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3624,3596,99.0,2025-10-24 17:07:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3625,3597,499.0,2025-10-24 17:16:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3626,3598,399.0,2025-10-24 17:39:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3627,3599,399.0,2025-10-24 18:01:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3628,3600,99.0,2025-10-24 18:17:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3629,3601,399.0,2025-10-24 18:35:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3630,3602,499.0,2025-10-24 18:55:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3631,3604,499.0,2025-10-25 09:38:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3632,3610,399.0,2025-10-25 12:12:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3633,3612,99.0,2025-10-25 13:07:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3634,3618,99.0,2025-10-25 13:43:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3635,3620,99.0,2025-10-25 13:57:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3636,3625,399.0,2025-10-25 15:16:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3637,3627,99.0,2025-10-25 15:39:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3638,3633,499.0,2025-10-25 17:20:00,cash,Hartmann's Jellied Eels,A taste of history with this classic English dish.,1,4
3639,3643,500.0,2025-10-19 09:46:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3640,3644,500.0,2025-10-19 10:04:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3641,3650,500.0,2025-10-19 11:12:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3642,3652,500.0,2025-10-19 11:23:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3643,3655,500.0,2025-10-19 11:39:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3644,3656,500.0,2025-10-19 11:47:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3645,3657,500.0,2025-10-19 11:51:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3646,3658,1000.0,2025-10-19 11:56:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3647,3659,500.0,2025-10-19 12:03:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3648,3660,500.0,2025-10-19 12:07:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3649,3661,500.0,2025-10-19 12:12:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3650,3662,500.0,2025-10-19 12:17:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3651,3663,500.0,2025-10-19 12:22:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3652,3665,500.0,2025-10-19 12:28:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3653,3667,500.0,2025-10-19 12:35:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3654,3670,500.0,2025-10-19 12:48:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3655,3671,500.0,2025-10-19 12:53:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3656,3672,500.0,2025-10-19 12:57:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3657,3673,500.0,2025-10-19 13:01:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3658,3675,500.0,2025-10-19 13:08:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3659,3676,500.0,2025-10-19 13:11:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3660,3678,500.0,2025-10-19 13:15:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3661,3680,500.0,2025-10-19 13:24:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3662,3684,500.0,2025-10-19 13:39:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3663,3685,500.0,2025-10-19 13:42:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3664,3686,500.0,2025-10-19 13:46:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3665,3687,819.0,2025-10-19 13:49:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3666,3693,500.0,2025-10-19 14:03:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3667,3694,500.0,2025-10-19 14:03:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3668,3696,500.0,2025-10-19 14:05:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3669,3698,500.0,2025-10-19 14:07:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3670,3700,500.0,2025-10-19 14:07:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3671,3703,500.0,2025-10-19 14:09:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3672,3704,500.0,2025-10-19 14:09:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3673,3708,500.0,2025-10-19 14:11:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3674,3709,500.0,2025-10-19 14:11:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3675,3711,500.0,2025-10-19 14:12:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3676,3712,500.0,2025-10-19 14:12:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3677,3713,500.0,2025-10-19 14:12:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3678,3714,500.0,2025-10-19 14:13:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3679,3716,1050.0,2025-10-19 14:14:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3680,3718,500.0,2025-10-19 14:16:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3681,3720,500.0,2025-10-19 14:18:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3682,3721,500.0,2025-10-19 14:19:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3683,3723,500.0,2025-10-19 14:20:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3684,3724,850.0,2025-10-19 14:21:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3685,3729,500.0,2025-10-19 14:23:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3686,3730,500.0,2025-10-19 14:23:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3687,3731,500.0,2025-10-19 14:24:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3688,3733,500.0,2025-10-19 14:25:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3689,3734,500.0,2025-10-19 14:25:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3690,3735,500.0,2025-10-19 14:25:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3691,3736,500.0,2025-10-19 14:26:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3692,3737,500.0,2025-10-19 14:26:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3693,3739,500.0,2025-10-19 14:26:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3694,3740,500.0,2025-10-19 14:27:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3695,3743,500.0,2025-10-19 14:28:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3696,3745,500.0,2025-10-19 14:30:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3697,3746,500.0,2025-10-19 14:30:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3698,3747,500.0,2025-10-19 14:30:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3699,3749,500.0,2025-10-19 14:31:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3700,3751,500.0,2025-10-19 14:32:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3701,3754,500.0,2025-10-19 14:36:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3702,3755,500.0,2025-10-19 14:36:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3703,3756,960.0,2025-10-19 14:36:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3704,3759,500.0,2025-10-19 14:37:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3705,3760,500.0,2025-10-19 14:38:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3706,3761,500.0,2025-10-19 14:38:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3707,3762,500.0,2025-10-19 14:39:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3708,3763,500.0,2025-10-19 14:39:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3709,3765,500.0,2025-10-19 14:41:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3710,3766,500.0,2025-10-19 14:41:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3711,3768,500.0,2025-10-19 14:41:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3712,3772,500.0,2025-10-19 14:44:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3713,3773,500.0,2025-10-19 14:45:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3714,3774,500.0,2025-10-19 14:47:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3715,3775,500.0,2025-10-19 14:47:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3716,3777,500.0,2025-10-19 14:48:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3717,3778,500.0,2025-10-19 14:49:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3718,3779,500.0,2025-10-19 14:50:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3719,3781,500.0,2025-10-19 14:51:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3720,3782,500.0,2025-10-19 14:52:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3721,3785,500.0,2025-10-19 14:52:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3722,3788,500.0,2025-10-19 14:54:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3723,3790,500.0,2025-10-19 14:56:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3724,3791,500.0,2025-10-19 14:56:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3725,3792,960.0,2025-10-19 14:56:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3726,3793,500.0,2025-10-19 14:57:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3727,3794,500.0,2025-10-19 14:58:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3728,3795,500.0,2025-10-19 14:58:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3729,3796,500.0,2025-10-19 14:59:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3730,3797,1000.0,2025-10-19 14:59:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3731,3801,500.0,2025-10-19 15:01:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3732,3803,500.0,2025-10-19 15:01:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3733,3805,500.0,2025-10-19 15:02:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3734,3807,500.0,2025-10-19 15:04:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3735,3809,500.0,2025-10-19 15:05:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3736,3810,500.0,2025-10-19 15:06:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3737,3813,930.0,2025-10-19 15:06:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3738,3814,500.0,2025-10-19 15:06:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3739,3816,980.0,2025-10-19 15:08:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3740,3818,500.0,2025-10-19 15:09:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3741,3819,500.0,2025-10-19 15:10:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3742,3820,500.0,2025-10-19 15:11:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3743,3821,500.0,2025-10-19 15:11:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3744,3822,500.0,2025-10-19 15:11:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3745,3823,500.0,2025-10-19 15:12:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3746,3824,500.0,2025-10-19 15:13:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3747,3827,1070.0,2025-10-19 15:15:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3748,3828,500.0,2025-10-19 15:16:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3749,3829,500.0,2025-10-19 15:16:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3750,3831,500.0,2025-10-19 15:17:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3751,3834,500.0,2025-10-19 15:20:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3752,3836,500.0,2025-10-19 15:21:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3753,3837,1070.0,2025-10-19 15:22:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3754,3838,500.0,2025-10-19 15:22:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3755,3839,500.0,2025-10-19 15:22:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3756,3843,500.0,2025-10-19 15:25:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3757,3851,500.0,2025-10-19 15:30:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3758,3856,969.0,2025-10-19 15:33:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3759,3858,910.0,2025-10-19 15:34:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3760,3859,500.0,2025-10-19 15:35:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3761,3864,500.0,2025-10-19 15:39:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3762,3866,500.0,2025-10-19 15:42:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3763,3867,500.0,2025-10-19 15:42:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3764,3869,500.0,2025-10-19 15:44:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3765,3872,500.0,2025-10-19 15:46:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3766,3873,500.0,2025-10-19 15:47:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3767,3875,500.0,2025-10-19 15:48:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3768,3876,500.0,2025-10-19 15:48:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3769,3877,1000.0,2025-10-19 15:48:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3770,3880,860.0,2025-10-19 15:49:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3771,3884,500.0,2025-10-19 15:52:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3772,3890,500.0,2025-10-19 15:54:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3773,3891,500.0,2025-10-19 15:54:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3774,3892,500.0,2025-10-19 15:54:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3775,3894,500.0,2025-10-19 15:56:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3776,3896,500.0,2025-10-19 15:57:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3777,3898,500.0,2025-10-19 15:58:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3778,3899,500.0,2025-10-19 15:59:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3779,3900,500.0,2025-10-19 16:00:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3780,3903,500.0,2025-10-19 16:09:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3781,3904,500.0,2025-10-19 16:12:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3782,3905,500.0,2025-10-19 16:18:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3783,3909,500.0,2025-10-19 16:31:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3784,3910,500.0,2025-10-19 16:35:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3785,3911,500.0,2025-10-19 16:38:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3786,3915,500.0,2025-10-19 16:53:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3787,3916,500.0,2025-10-19 16:59:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3788,3919,500.0,2025-10-19 17:36:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3789,3920,500.0,2025-10-19 17:51:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3790,3924,500.0,2025-10-19 18:32:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3791,3925,500.0,2025-10-19 18:49:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3792,3927,500.0,2025-10-20 09:35:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3793,3928,500.0,2025-10-20 09:57:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3794,3929,830.0,2025-10-20 10:11:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3795,3930,500.0,2025-10-20 10:17:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3796,3933,500.0,2025-10-20 11:06:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3797,3937,500.0,2025-10-20 11:25:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3798,3939,500.0,2025-10-20 11:40:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3799,3940,500.0,2025-10-20 11:47:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3800,3948,500.0,2025-10-20 12:31:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3801,3951,500.0,2025-10-20 12:48:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3802,3952,500.0,2025-10-20 12:51:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3803,3956,500.0,2025-10-20 13:16:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3804,3961,500.0,2025-10-20 13:46:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3805,3968,500.0,2025-10-20 14:06:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3806,3969,500.0,2025-10-20 14:07:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3807,3975,500.0,2025-10-20 14:18:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3808,3976,500.0,2025-10-20 14:20:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3809,3980,500.0,2025-10-20 14:27:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3810,3983,500.0,2025-10-20 14:36:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3811,3984,500.0,2025-10-20 14:36:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3812,3986,500.0,2025-10-20 14:37:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3813,3988,500.0,2025-10-20 14:39:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3814,3989,500.0,2025-10-20 14:40:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3815,3990,500.0,2025-10-20 14:42:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3816,3995,500.0,2025-10-20 14:51:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3817,3996,500.0,2025-10-20 14:51:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3818,3997,500.0,2025-10-20 14:54:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3819,4001,500.0,2025-10-20 15:01:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3820,4005,900.0,2025-10-20 15:09:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3821,4015,500.0,2025-10-20 15:19:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3822,4017,500.0,2025-10-20 15:24:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3823,4020,830.0,2025-10-20 15:27:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3824,4022,500.0,2025-10-20 15:29:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3825,4026,500.0,2025-10-20 15:34:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3826,4029,500.0,2025-10-20 15:40:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3827,4030,500.0,2025-10-20 15:40:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3828,4032,500.0,2025-10-20 15:44:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3829,4033,500.0,2025-10-20 15:46:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3830,4038,500.0,2025-10-20 15:50:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3831,4041,500.0,2025-10-20 15:55:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3832,4048,500.0,2025-10-20 16:08:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3833,4050,500.0,2025-10-20 16:22:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3834,4051,500.0,2025-10-20 16:24:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3835,4053,500.0,2025-10-20 16:34:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3836,4055,500.0,2025-10-20 16:42:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3837,4056,500.0,2025-10-20 16:46:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3838,4059,500.0,2025-10-20 17:04:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3839,4061,500.0,2025-10-20 17:22:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3840,4062,500.0,2025-10-20 17:33:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3841,4068,500.0,2025-10-21 09:16:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3842,4084,500.0,2025-10-21 11:45:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3843,4085,500.0,2025-10-21 11:49:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3844,4103,500.0,2025-10-21 13:18:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3845,4106,500.0,2025-10-21 13:28:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
3846,4107,500.0,2025-10-21 13:32:00,card,Yoghurt Heaven,"All the great tastes, but only some of the calories!",1,4
